"sitecode","Class","Region_detail","Region","Note","lat","long"
"MONE299_B","U","NE","East","",37.99557376,-93.61067994
"MONE313_V","I","NE","East","",37.15441812,-93.36647359
"MONE349_V","E","NE","East","",37.70215,-92.2255
"MONE350_V","I","NE","East","",37.64252771,-92.22266333
"MONE357_V","I","NE","East","",37.72781994,-92.1733393
"MONE359_V","E","NE","East","",37.68936802,-92.10360914
"MONE363_V","P","NE","East","",37.55742408,-92.0492967
"MONE7985_B","I","NE","East","",37.79907218,-90.47573717
"MONE7991_B","I","NE","East","",38.26083985,-93.41598112
"MONE9103_B","P","NE","East","",37.96677631,-90.53496019
"MSSE5683_B","P","SE","East","",33.13652,-90.197666
"MSSE8726_B","I","SE","East","",33.933417,-89.766854
"MSSE8727_B","I","SE","East","",33.931865,-89.759896
"MSSE8803_B","P","SE","East","",34.231563,-89.916691
"MSSE8806_B","I","SE","East","",34.257502,-89.873234
"MSSE8818_B","I","SE","East","",34.264458,-89.875691
"MSSE8847_B","E","SE","East","",34.390385,-89.462416
"MSSE8848_B","P","SE","East","",34.408042,-89.336422
"MSSE8855_B","U","SE","East","",34.434085,-89.352227
"MSSE8856_B","U","SE","East","",34.51187,-89.360917
"MSSE9550_B","E","SE","East","",34.255638,-89.876872
"MSSE9555_V","E","SE","East","",33.515715,-89.428722
"MSSE9556_V","E","SE","East","",33.514978,-89.429641
"MSSE9557_V","P","SE","East","",33.513668,-89.427696
"MTAW9190","U","AW","West","REJECT. Loggers have a gap from late March to Late June, which is the rainiest period. Unable to distinguish between I and E. Likely reject, referred to PDT",45.02691,-109.05295
"MTAW9191","E","AW","West","Lots of blips but all fairly low",45.05369958,-109.0414805
"MTAW9192","E","AW","West","Q&D interpretation of logger data",45.03959848,-109.08655543
"MTNB14","E","GP_N","GP","",47.60925,-108.48254
"MTNB15","E","GP_N","GP","",47.60772,-108.4851
"MTNB19","I","GP_N","GP","",47.70096,-108.72368
"MTNB22","P","GP_N","GP","",48.08837,-107.55533
"MTNB28","I","GP_N","GP","",47.57866,-106.92739
"MTNB29","P","GP_N","GP","",47.96611,-108.66224
"MTNB3","U","GP_N","GP","",47.62444,-108.47562
"MTNB33","E","GP_N","GP","",48.09538,-107.59904
"MTNB4","I","GP_N","GP","",47.62666,-108.47336
"MTNB42","P","GP_N","GP","",47.7047,-108.54813
"MTNB45","I","GP_N","GP","",47.61179,-108.69646
"MTNB5","I","GP_N","GP","",47.62155,-108.53218
"MTNB8","I","GP_N","GP","",47.62923,-108.63843
"MTNV1001","E","GP_N","GP","",45.277597,-106.646055
"MTNV1018","P","GP_N","GP","",45.39288,-106.1498
"MTNV1035","I","GP_N","GP","",46.84975,-105.32186
"MTNV1044","U","GP_N","GP","",47.09483,-104.71471
"MTNV1050","P","GP_N","GP","",46.98566,-104.1868
"MTNV2975","E","GP_N","GP","",48.37413,-106.59476
"MTNV2976","E","GP_N","GP","",46.83407,-105.3514
"MTNV990","E","GP_N","GP","",45.18514,-106.90694
"MTWM1553","P","WM","West","Some brief dry readings are likely erroneous due to cutoff being too high",48.93044857,-115.48157272
"MTWM1563","I","WM","West","",48.83243975,-115.22833168
"MTWM1569","I","WM","West","",47.22366623,-114.9684108
"MTWM1711","I","WM","West","",46.0014055,-112.51558363
"MTWM1726","I","WM","West","",46.57131775,-112.21717992
"MTWM1729","P","WM","West","Large chunk missing in April",46.64940752,-112.12166173
"MTWM1736","P","WM","West","",46.57504958,-112.16645535
"MTWM1753","P","WM","West","",44.61737509,-111.65605802
"MTWM1785","I","WM","West","",46.75240328,-109.7516457
"MTWM1813","P","WM","West","",45.33166214,-108.80197699
"MTWM1815","I","WM","West","",45.26007775,-108.64153533
"MTWM1835","I","WM","West","",45.1314888,-108.76933401
"MTWM1836","I","WM","West","Q&D review of logger data",45.07744805,-108.25468584
"MTWM1840","I","WM","West","",48.70958031,-113.88489425
"MTWM1904","E","WM","West","",44.67480982,-111.75113026
"MTWM1905","E","WM","West","",44.66062458,-111.63865191
"MTWM1906","P","WM","West","",44.58812468,-111.66347341
"MTWM1907","I","WM","West","",44.67317346,-111.63259381
"MTWM1908","E","WM","West","",46.67277328,-112.07301423
"MTWM1910","E","WM","West","",46.67706368,-112.06327627
"MTWM9167","E","WM","West","Q&D review of logger data",46.59111473,-112.05142324
"MTWM9168","E","WM","West","Q&D review of logger data",46.58543557,-112.05143297
"MTWM9180","E","WM","West","Q&D review of logger data",45.0959315,-108.24819042
"MTWM9181","E","WM","West","Q&D interpretation of logger data. But review APT tool for 6/19/2022",45.10317985,-108.24444817
"MTWM9182","E","WM","West","Q&D interpretation of logger data",45.12104896,-108.24812579
"MTWM9183","E","WM","West","Q&D interpretation of logger data",45.03816586,-108.25872505
"NCSE9061_B","P","SE","East","",35.99806667,-78.63046667
"NCSE9065_B","I","SE","East","",35.99674,-78.63573833
"NCSE9069_B","E","SE","East","",35.99444,-78.63584667
"NCSE9077_B","P","SE","East","",35.857835,-78.76853
"NCSE9079_B","E","SE","East","",35.845845,-78.77544333
"NCSE9086_B","P","SE","East","",35.99709833,-78.64158333
"NCSE9087_B","P","SE","East","",35.832645,-78.74632167
"NDNV2938","I","GP_N","GP","",46.16454,-103.86744
"NDNV2941","I","GP_N","GP","",46.06612,-103.91424
"NDNV3351","E","GP_N","GP","",46.95096,-103.50589
"NDNV3352","E","GP_N","GP","",47.63117,-101.35214
"NDUB123","U","GP_U","GP","",46.68364,-98.05795
"NDUB124","P","GP_U","GP","",46.55548,-97.93789
"NDUB125","P","GP_U","GP","",46.55312,-97.94883
"NDUB13","I","GP_U","GP","",46.63243,-97.9539
"NDUB5","I","GP_U","GP","",46.48631,-97.26906
"NDUV3319","E","GP_U","GP","",47.30188,-98.85453
"NDUV3320","I","GP_U","GP","",47.25354,-98.86817
"NDUV3321","I","GP_U","GP","",47.45627,-99.53872
"NDUV3323","P","GP_U","GP","",47.1655,-98.97049
"NDUV3331","U","GP_U","GP","",46.95868,-98.7523
"NDUV3333","I","GP_U","GP","",47.02364,-98.87879
"NECB133","E","GP_C","GP","",40.39286,-100.67438
"NECB134","E","GP_C","GP","",40.3511,-100.66928
"NECB135","U","GP_C","GP","",40.34521,-100.70165
"NECB31","P","GP_C","GP","",41.42091,-100.19657
"NECV1198","P","GP_C","GP","",40.38398,-100.7396
"NECV1211","P","GP_C","GP","",40.46923,-100.29028
"NECV1249","I","GP_C","GP","",40.6469,-98.98959
"NECV1274","P","GP_C","GP","",40.8789,-98.37041
"NENV1222","P","GP_N","GP","",42.73389,-99.88113
"NEUB114","I","GP_U","GP","",42.77535,-98.08398
"NEUB116","I","GP_U","GP","",42.75838,-97.94547
"NEUB117","I","GP_U","GP","",42.75839,-97.95216
"NHNE8900_V","I","NE","East","",43.177455,-71.564791
"NHNE8903_V","I","NE","East","",43.173871,-70.929746
"NHNE8905_V","I","NE","East","",43.1707043,-71.2163451
"NHNE8906_V","U","NE","East","",43.171191,-71.214266
"NHNE9034_BO","P","NE","East","",43.1784252,-72.2302194
"NHNE9035_BO","P","NE","East","",43.17210108,-72.21529424
"NHNE9627_V","I","NE","East","",43.1255971,-71.6449762
"NHNE9628_V","I","NE","East","",43.129729,-71.640128
"NHNE9674_V","E","NE","East","",43.9560681,-71.7218551
"NHNE9675_V","I","NE","East","",43.9572432,-71.7216553
"NHNE9676_V","P","NE","East","",43.9584881,-71.720669
"NMAW1256","P","AW","West","Review more closely. Likely P, but field observations don't always match logger readings. Lots of ringing",36.92706528,-106.56370972
"NMAW1261","P","AW","West","",36.68241659,-105.65549031
"NMAW1266","P","AW","West","",36.34906445,-106.04379406
"NMAW1273","I","AW","West","",35.67177853,-105.98811343
"NMAW1274","E","AW","West","",35.64171932,-105.98932852
"NMAW1278","P","AW","West","",35.43390461,-106.12363908
"NMAW1279","P","AW","West","",35.39562947,-105.94385802
"NMAW1284","I","AW","West","",35.10130691,-108.7500785
"NMAW1291","P","AW","West","",33.14426015,-105.89965199
"NMAW1292","E","AW","West","",33.12646961,-104.3429327
"NMAW1293","I","AW","West","",32.84602779,-104.40185689
"NMAW1294","E","AW","West","",32.67227811,-104.36641228
"NMAW1295","E","AW","West","",32.58934726,-104.41931886
"NMAW1296","E","AW","West","",32.40358449,-104.22873119
"NMAW1298","P","AW","West","Logger record short but gage confirms status",32.21495245,-104.23004229
"NMAW1299","I","AW","West","",32.02227502,-104.05619863
"NMAW9036","P","AW","West","Despite L1 giving many dry readings, L2 is consistently wet. Field observations do not corroborate with dry L1 readings",35.99218333,-105.93072828
"NMAW9037","E","AW","West","Q&D review of logger data",35.58001037,-106.03505826
"NMAW9043","E","AW","West","Q&D review of logger data",36.92238,-106.59337
"NMAW9044","I","AW","West","Q&D review of logger data",36.70987225,-107.30890199
"NMAW9045","U","AW","West","Can't tell from logger or photos. Reject.",36.70374609,-107.31522504
"NMCB33","I","GP_C","GP","",33.40023932,-105.70359637
"NMCB34","I","GP_C","GP","",33.39365448,-105.74065508
"NMCB35","P","GP_C","GP","",33.40598806,-105.7393742
"NMCV11","P","GP_C","GP","",33.52406813,-105.46449432
"NMCV45","E","GP_C","GP","",35.09842212,-104.67550635
"NMCV46","E","GP_C","GP","",35.0945265,-104.66169218
"NMSB118","I","GP_S","GP","",32.32810836,-104.33900712
"NMSB2","E","GP_S","GP","",32.29058,-104.34914
"NMSB3","P","GP_S","GP","",32.51202,-104.33071
"NMSB4","E","GP_S","GP","",32.25587949,-104.37159715
"NMSV32","I","GP_S","GP","",32.82767279,-104.80301345
"NMSV65","E","GP_S","GP","",32.50738253,-104.37210218
"NMWM1260","P","WM","West","Loggers show erroneous dry periods, but USGS gage confirms flow status",36.70334391,-105.56823983
"NMWM1300","I","WM","West","",36.99298055,-106.03847852
"NMWM1301","I","WM","West","",36.98893379,-105.53257445
"NMWM1302","P","WM","West","",36.982146,-106.073711
"NMWM1303","P","WM","West","",36.96646534,-105.50719371
"NMWM1305","P","WM","West","Loggers show erroneous dry periods, but USGS gage confirms flow status",36.89719827,-105.26056194
"NMWM1311","P","WM","West","",36.535837,-105.22477
"NMWM1314","P","WM","West","",36.30290117,-105.58125721
"NMWM1316","P","WM","West","",35.96408031,-105.90519642
"NMWM1318","E","WM","West","",35.89035575,-106.30809315
"NMWM1319","E","WM","West","",35.88835482,-106.29744714
"NMWM1320","E","WM","West","",35.88656995,-106.30802702
"NMWM1328","P","WM","West","Q&D review of logger data",35.66912097,-106.74343559
"NMWM1332","P","WM","West","Short record but USGS gage confirms status",33.41021338,-105.74136554
"NMWM1333","I","WM","West","",33.39262709,-105.72428543
"NMWM1335","I","WM","West","",33.39155003,-105.61142186
"NMWM1856","P","WM","West","",33.89171141,-108.51531439
"NMWM1857","P","WM","West","",33.0614241,-108.53766499
"NMWM9051","I","WM","West","Q&D review of logger data",35.87527067,-106.62716617
"NMWM9054","E","WM","West","Q&D review of logger data",33.41081495,-105.74087885
"NMWM9055","E","WM","West","Q&D review of logger data",33.38363533,-105.59587998
"NMWM9063","E","WM","West","Q&D review of logger data",36.73297,-105.55345
"NVAW1179","P","AW","West","L1 shows drying, but L2 does not, nor does USGS gage",41.93394187,-115.67572444
"NVAW1182","I","AW","West","Q&D review of logger and gage data",41.68941484,-115.84408221
"NVAW1187","I","AW","West","Review of gage data, which is much longer than logger data (which suggests E)",40.95490028,-116.44048423
"NVAW1190","I","AW","West","",40.80381522,-116.20081224
"NVAW1191","I","AW","West","",40.72603131,-116.07777486
"NVAW1193","P","AW","West","",40.7107179,-116.1251375
"NVAW1196","P","AW","West","Loggers show some erroneous drying but gage and field observations show wet conditions",40.2253,-116.73
"NVAW1197","I","AW","West","Q&D inspection of logger data",40.17101276,-116.48616646
"NVAW1200","I","AW","West","Logger has many short, clustered flashy flows, but gage shows clearly intermittent",39.86895,-116.1669236
"NVAW1201","P","AW","West","Q&D inspection of logger data",39.78972848,-116.30094764
"NVAW1204","P","AW","West","",39.51297342,-119.71226997
"NVAW1205","P","AW","West","",39.49490832,-119.89423708
"NVAW1206","I","AW","West","",39.37737227,-119.74372339
"NVAW1207","P","AW","West","",39.21645257,-114.52967592
"NVAW1208","P","AW","West","Likely P but end of record gets hard to interpret. USGS gage says P",39.21251027,-117.11302245
"NVAW1210","I","AW","West","",39.18132955,-119.6947973
"NVAW1211","P","AW","West","",39.1757117,-119.8049503
"NVAW1212","I","AW","West","",39.16556691,-119.7216924
"NVAW1219","P","AW","West","Q&D inspection of logger data",38.88767819,-117.24469563
"NVAW1231","E","AW","West","",36.22688345,-115.0731105
"NVAW1234","E","AW","West","",36.15422763,-115.72707368
"NVAW1236","P","AW","West","",36.12367326,-115.48617018
"NVAW1237","I","AW","West","",36.12283167,-115.48271575
"NVAW1238","E","AW","West","",36.11986666,-115.46400064
"NVAW1242","P","AW","West","",36.09188763,-115.01980273
"NVAW1243","E","AW","West","",36.08290385,-115.45173422
"NVAW1244","P","AW","West","",36.07962925,-115.47758284
"NVAW1245","I","AW","West","",36.07960288,-115.47256485
"NVAW1247","I","AW","West","",35.98451969,-115.82699932
"NVAW9019","E","AW","West","Q&D inspection of logger data",41.65375578,-115.78375957
"NVAW9229","E","AW","West","Q&D inspection of logger data",39.88481014,-116.17320036
"NVAW9231","E","AW","West","Q&D inspection of logger data",39.17487668,-119.7022622
"NVWM1255","P","WM","West","",38.96470401,-119.84890193
"NVWM9034","E","WM","West","Q&D inspection of logger data",38.95862,-119.85423
"NYNE4129_V","I","NE","East","",43.947817,-73.990527
"NYNE8595_V","U","NE","East","",42.017478,-74.605927
"NYNE8602_B","I","NE","East","",41.944065,-74.588876
"NYNE8942_B","I","NE","East","",41.79969,-73.742762
"NYNE8943_B","P","NE","East","",41.788112,-73.732262
"NYNE8944_BO","U","NE","East","",41.791992,-73.740739
"NYNE9027_B","P","NE","East","",40.58352167,-74.12852333
"NYNE9028_B","I","NE","East","",40.58447667,-74.12681
"NYNE9029_B","U","NE","East","",40.58054333,-74.145625
"NYNE9030_B","I","NE","East","",40.59779,-74.15535167
"NYNE9032_B","P","NE","East","",40.59881667,-74.15524
"NYNE9111_B","I","NE","East","",41.94452,-74.588867
"NYNE9549_B","E","NE","East","",41.801133,-73.730271
"OHNE8283_B","P","NE","East","",39.18481174,-84.52972403
"OHNE8288_B","I","NE","East","",39.25522513,-84.47375922
"OHNE8419_B","E","NE","East","",39.18150361,-84.5743081
"OHNE8437_B","P","NE","East","",39.21866836,-84.38926503
"OHNE8465_B","I","NE","East","",39.25266665,-84.75255351
"OHNE8466_B","E","NE","East","",39.25153508,-84.75413328
"OHNE8471_B","E","NE","East","",39.25079421,-84.75383575
"OHNE8563_B","P","NE","East","",39.05312374,-84.32907321
"OHNE8605_V","E","NE","East","",38.6956902,-83.4292445
"OHNE8607_V","P","NE","East","",38.763717,-82.5681914
"OHNE8621_V","E","NE","East","",38.7591177,-82.5934531
"OHNE8626_B","U","NE","East","",38.72504753,-83.44301353
"OHNE8633_B","I","NE","East","",38.7127022,-83.43175205
"OHNE8636_V","I","NE","East","",38.7283692,-82.5238179
"OHNE8640_V","E","NE","East","",38.6980198,-83.4305867
"OHNE8644_V","E","NE","East","",38.72248,-82.53178
"OHNE9125_B","I","NE","East","",39.21962518,-84.38896428
"OHNE9126_B","I","NE","East","",39.15416558,-84.53015696
"OHNE9127_B","P","NE","East","",39.15164716,-84.52895395
"OHNE9128_B","I","NE","East","",39.29301406,-84.74546405
"OKCB105","E","GP_C","GP","",36.92562,-102.57051
"OKCB37","E","GP_C","GP","",36.62402,-101.24738
"OKCB38","E","GP_C","GP","",36.962328,-102.809421
"OKCB39","I","GP_C","GP","",36.958843,-102.746217
"OKCB40","E","GP_C","GP","",36.96838,-102.786242
"OKCB41","U","GP_C","GP","",36.62402,-101.24738
"OKCB42","U","GP_C","GP","",36.913381,-102.965983
"OKCB43","I","GP_C","GP","",36.82504,-100.54947
"OKCV1073","P","GP_C","GP","",35.65785,-99.30487
"OKNE54_V","I","NE","East","",36.37759428,-95.00734578
"OKNE8133_B","I","NE","East","",36.83227667,-96.35306553
"OKNE9107_B","I","NE","East","",36.80192079,-96.37502799
"OKNE9194_B","U","NE","East","",36.02024828,-94.85545767
"OKNE9249_V","P","NE","East","",35.67548672,-94.84196027
"OKNE9439_B","E","NE","East","",36.02606814,-94.85294386
"OKNE9440_B","E","NE","East","",36.07562207,-94.81011889
"OKSE9161_B","I","SE","East","",34.71387332,-94.6733372
"OKSE9162_B","I","SE","East","",34.71520892,-94.68476012
"OKSE9266_B","I","SE","East","",34.74568368,-94.57995027
"OKSE9291_BO","I","SE","East","",34.63484299,-94.65199201
"OKSE9323_B","I","SE","East","",34.70701387,-94.53883738
"OKSE9354_B","P","SE","East","",34.36833311,-94.62502319
"OKSE9361_B","U","SE","East","",34.36681535,-94.61033932
"OKSE9559_V","I","SE","East","",34.44855293,-96.65445819
"OKSE9560_VO","I","SE","East","",34.4529,-96.6662
"OKSE9561_V","I","SE","East","",34.44051463,-96.65632348
"OKSE9562_V","I","SE","East","",34.44644,-96.63409
"OKSE9672_V","P","SE","East","",34.45097309,-96.65424781
"PANE0567_V","I","NE","East","",40.411555,-75.22217167
"PANE3138_V","E","NE","East","",40.241362,-77.001869
"PANE3234_V","I","NE","East","",39.99676833,-76.23888167
"PANE3338_V","P","NE","East","",40.238335,-75.45160333
"PANE3345_V","P","NE","East","",39.88298,-75.42825833
"PANE8933_B","P","NE","East","",40.66677333,-77.90404
"PANE9043_B","U","NE","East","",40.6621,-77.931045
"PANE9044_B","I","NE","East","",40.67045667,-77.935275
"PANE9045_B","I","NE","East","",40.67102667,-77.938515
"PANE9046_B","U","NE","East","",40.672665,-77.93469667
"PANE9679_V","P","NE","East","",40.00197333,-80.48383
"PANE9681_V","I","NE","East","",39.99605333,-80.47591333
"PANE9682_V","I","NE","East","",39.98844833,-80.48696667
"PANE9683_V","E","NE","East","",39.98265333,-80.485745
"PRSE9539_B","U","CB","CB","",18.315713,-65.745274
"PRSE9540_B","P","CB","CB","",18.314593,-65.746266
"PRSE9541_B","P","CB","CB","",18.314055,-65.747341
"PRSE9542_B","U","CB","CB","",18.314612,-65.748021
"PRSE9543_B","P","CB","CB","",18.313885,-65.749557
"PRSE9544_B","U","CB","CB","",18.313687,-65.752869
"PRSE9545_B","I","CB","CB","",18.039258,-66.172304
"PRSE9546_B","E","CB","CB","",18.040894,-66.165701
"PRSE9547_B","I","CB","CB","",18.039835,-66.169834
"PRSE9586_V","P","CB","CB","",18.39399,-66.055991
"PRSE9587_V","P","CB","CB","",18.3882833,-66.0774415
"PRSE9588_V","U","CB","CB","",18.372755,-66.040654
"PRSE9589_V","P","CB","CB","",18.3873877,-66.0260276
"PRSE9590_V","P","CB","CB","",18.384798,-65.978296
"PRSE9597_B","E","CB","CB","",18.03877,-66.169562
"RINE4437_B","P","NE","East","",41.82929151,-71.61040661
"RINE9474_B","P","NE","East","",41.781845,-71.654816
"RINE9475_B","I","NE","East","",41.839264,-71.560802
"SCSE7520_V","P","SE","East","",33.27170667,-81.64338167
"SCSE7996_V","P","SE","East","",33.13330167,-79.80251
"SCSE7998_V","I","SE","East","",33.131035,-79.78369
"SCSE8000_V","I","SE","East","",33.144035,-79.79021167
"SCSE8328_V","E","SE","East","",34.74994167,-81.45962667
"SCSE8333_V","E","SE","East","",34.40191833,-81.56271333
"SCSE8336_B","I","SE","East","",34.07197667,-82.30569167
"SCSE8343_B","I","SE","East","",34.08630167,-82.35845167
"SCSE8347_B","P","SE","East","",34.62328167,-80.26742833
"SCSE8353_B","P","SE","East","",33.938278,-82.474596
"SCSE8359_B","P","SE","East","",34.65077333,-80.23410667
"SCSE8361_B","P","SE","East","",34.58677167,-80.12574167
"SCSE8363_B","E","SE","East","",34.722925,-81.42233833
"SCSE8371_B","U","SE","East","",34.435575,-81.67994333
"SCSE8377_B","P","SE","East","",34.645925,-80.26014833
"SCSE8745_B","I","SE","East","",34.551325,-81.40123
"SCSE8746_B","I","SE","East","",34.531755,-81.40721333
"SCSE9131_B","U","SE","East","",34.619955,-81.737695
"SCSE9134_B","E","SE","East","",34.59938167,-81.77789167
"SCSE9174_V","E","SE","East","",33.26303667,-81.60865667
"SCSE9178_V","E","SE","East","",33.26311,-81.60671833
"SCSE9420_V","E","SE","East","",34.612485,-82.85898333
"SCSE9424_V","E","SE","East","",34.617363,-82.800366
"SCSE9441_B","P","SE","East","",34.097075,-82.351195
"SDNB148","P","GP_N","GP","",45.92285,-102.80871
"SDNB149","I","GP_N","GP","",45.90936,-102.81147
"SDNB150","E","GP_N","GP","",45.90811,-102.81065
"SDNB16","I","GP_N","GP","",45.80221,-102.36237
"SDNB27","P","GP_N","GP","",45.74487,-102.16274
"SDNB36","I","GP_N","GP","",45.64696,-102.64862
"SDNB37","E","GP_N","GP","",45.63285,-102.64796
"SDNB38","I","GP_N","GP","",45.80606,-102.36402
"SDNB39","E","GP_N","GP","",45.74511,-102.16222
"SDNB40","E","GP_N","GP","",45.70295,-102.15561
"SDNB43","P","GP_N","GP","",45.64849,-102.64532
"SDNV1413","P","GP_N","GP","",44.41208,-103.4855
"SDNV1439","P","GP_N","GP","",44.07511,-103.26643
"SDNV1446","P","GP_N","GP","",44.07722,-103.2039
"SDNV1470","I","GP_N","GP","",43.94404,-101.77274
"SDNV1472","P","GP_N","GP","",43.07797,-101.63174
"SDNV1503","I","GP_N","GP","",43.32767,-98.97046
"SDNV2956","I","GP_N","GP","",44.37594,-103.46631
"SDUB1","I","GP_U","GP","",44.32738,-96.78491
"SDUB120","U","GP_U","GP","",45.74494,-97.22215
"SDUB121","I","GP_U","GP","",45.74265,-97.2398
"SDUB2","E","GP_U","GP","",42.86362,-97.65733
"SDUB24","I","GP_U","GP","",45.74003,-97.23183
"SDUB25","I","GP_U","GP","",42.86951,-96.95768
"SDUB28","U","GP_U","GP","",42.8699,-97.64745
"SDUV1557","P","GP_U","GP","",43.53288,-96.78866
"SDUV1570","P","GP_U","GP","",45.29184,-96.48761
"SDWM9163","I","WM","West","Q&D inspection of logger data",44.2033208,-104.004538
"TNNE2131_V","I","NE","East","",36.046458,-84.9332864
"TNNE2132_B","P","NE","East","",36.07467952,-84.89730094
"TNNE7972_B","I","NE","East","",35.97853777,-84.83535934
"TNNE8762_B","E","NE","East","",35.12928112,-85.41884569
"TNNE8765_B","I","NE","East","",35.11976019,-85.43387603
"TNNE9094_B","I","NE","East","",36.0560127,-87.36881258
"TNNE9097_B","I","NE","East","",35.97427361,-87.13832569
"TNNE9109_B","E","NE","East","",35.99100542,-84.84529009
"TNNE9463_B","I","NE","East","",35.74435,-83.49694584
"TNNE9464_B","E","NE","East","",35.74438937,-83.49604141
"TNNE9487_B","E","NE","East","",36.41998955,-84.29397628
"TNNE9489_B","P","NE","East","",36.49049897,-83.89173984
"TNNE9490_V","P","NE","East","",36.49153333,-83.90777833
"TNNE9512_B","I","NE","East","",36.48766663,-83.89679469
"TNNE9513_B","I","NE","East","",36.04360305,-84.92870854
"TXAW9189","E","AW","West","Q&D inspection of logger data",31.83228,-106.47507
"TXAW9194","E","AW","West","Q&D inspection of logger data",31.90664987,-106.52629067
"TXAW9197","I","AW","West","L2 was half-buried in sediment",30.70644402,-104.10323301
"TXAW9198","I","AW","West","Borderline IE",30.69609486,-104.12481461
"TXAW9199","I","AW","West","Q&D inspection of logger data",30.60251763,-103.91388319
"TXAW9251","I","AW","West","Q&D inspection of logger data",31.43771136,-103.46775311
"TXAW9253","E","AW","West","Q&D inspection of logger data",29.43645475,-103.47496817
"TXAW9254","E","AW","West","Q&D inspection of logger data",29.4546151,-103.48189828
"TXAW9255","E","AW","West","Q&D inspection of logger data",29.43748722,-103.41053708
"TXAW9256","E","AW","West","Q&D inspection of logger data",29.44381338,-103.41141274
"TXAW9273","I","AW","West","Q&D inspection of logger data",30.65974468,-103.79754791
"TXAW9276","E","AW","West","Q&D inspection of logger data",30.59914466,-103.92577473
"TXCB127","E","GP_C","GP","",34.44123,-101.09508
"TXCB128","E","GP_C","GP","",34.4417,-101.07251
"TXCB129","I","GP_C","GP","",34.44252,-101.07488
"TXCB130","E","GP_C","GP","",34.44458,-101.06717
"TXCB54","E","GP_C","GP","",35.926946,-100.228714
"TXCB55","I","GP_C","GP","",35.91862,-100.32091
"TXCV122","E","GP_C","GP","",34.17902,-101.70016
"TXCV123","I","GP_C","GP","",35.72207,-101.66578
"TXCV164","P","GP_C","GP","",35.9187,-100.32087
"TXSB10","I","GP_S","GP","",30.325046,-97.597437
"TXSB109","E","GP_S","GP","",29.56396,-98.52223
"TXSB11","U","GP_S","GP","",30.362003,-97.793461
"TXSB111","P","GP_S","GP","",29.40731,-98.49457
"TXSB113","P","GP_S","GP","",29.39231,-98.50127
"TXSB119","E","GP_S","GP","",29.974478,-100.956009
"TXSB12","U","GP_S","GP","",30.373339,-97.784622
"TXSB13","E","GP_S","GP","",30.360245,-97.779932
"TXSB130","E","GP_S","GP","",29.941198,-100.947728
"TXSB131","E","GP_S","GP","",29.93933,-100.966487
"TXSB14","P","GP_S","GP","",30.266576,-97.750231
"TXSB15","I","GP_S","GP","",30.256418,-97.758316
"TXSB16","I","GP_S","GP","",29.691559,-98.150448
"TXSB17","P","GP_S","GP","",29.71014,-98.13184
"TXSB19","U","GP_S","GP","",29.597479,-99.729
"TXSB20","U","GP_S","GP","",34.156084,-100.370684
"TXSB21","I","GP_S","GP","",34.123117,-100.418146
"TXSB26","U","GP_S","GP","",31.465049,-100.45495
"TXSB27","I","GP_S","GP","",31.54369,-100.55617
"TXSB29","U","GP_S","GP","",29.784442,-98.714526
"TXSB30","U","GP_S","GP","",29.551303,-98.230601
"TXSB33","E","GP_S","GP","",29.51257,-98.42701
"TXSB34","U","GP_S","GP","",29.45491,-98.47772
"TXSB35","E","GP_S","GP","",29.54935,-98.76187
"TXSB36","E","GP_S","GP","",29.44424,-98.63383
"TXSB38","E","GP_S","GP","",29.894673,-97.955438
"TXSB39","I","GP_S","GP","",29.900609,-97.944174
"TXSB40","P","GP_S","GP","",29.887608,-97.9344
"TXSB5","I","GP_S","GP","",32.47621,-99.750807
"TXSB57","E","GP_S","GP","",34.123117,-100.418146
"TXSB59","I","GP_S","GP","",29.815711,-99.570466
"TXSB6","U","GP_S","GP","",32.453833,-99.720933
"TXSB60","P","GP_S","GP","",29.817416,-99.577416
"TXSB61","U","GP_S","GP","",29.630938,-99.74613866
"TXSB62","E","GP_S","GP","",29.617375,-98.629606
"TXSB7","U","GP_S","GP","",30.245766,-97.769934
"TXSB8","P","GP_S","GP","",30.297499,-97.568333
"TXSB9","E","GP_S","GP","",30.296345,-97.572797
"TXSE5103_V","I","SE","East","",28.89273264,-96.82072872
"TXSE5120_V","P","SE","East","",29.06611006,-96.67477142
"TXSE5123_V","I","SE","East","",32.24364958,-96.64034756
"TXSE5134_V","P","SE","East","",29.1601022,-96.54613355
"TXSE5247_V","P","SE","East","",30.19227462,-95.48451084
"TXSE8959_B","U","SE","East","",33.45499054,-96.01295507
"TXSE9431_B","E","SE","East","",31.18266481,-94.9216725
"TXSE9433_B","U","SE","East","",33.44563209,-96.01347938
"TXSE9437_B","I","SE","East","",30.52751759,-95.11269488
"TXSE9466_V","E","SE","East","",31.47550847,-96.87863489
"TXSE9467_V","E","SE","East","",31.45666616,-96.87897342
"TXSE9496_BO","E","SE","East","",31.30910171,-95.25339898
"TXSE9497_B","I","SE","East","",31.173507,-94.89288402
"TXSE9498_B","I","SE","East","",31.18783634,-94.88155435
"TXSE9499_B","U","SE","East","",31.33459357,-95.05913555
"TXSE9500_BO","E","SE","East","",31.17489711,-94.87136989
"TXSE9501_B","P","SE","East","",30.52732806,-95.67735892
"TXSE9502_B","I","SE","East","",30.52166021,-95.72373741
"TXSE9503_B","I","SE","East","",33.27662014,-96.29965261
